therapy,region,forecast_origin_month,forecast_origin_month_index,horizon_months,target_month,target_month_index,target_market_regime,target_supply_constrained,target_access_rate_allowed,target_new_metastatic_diagnoses_allowed,target_eligible_new_1l_patient_pool_allowed,target_competitor_overlap_pressure_allowed,horizon_months,calendar_month,target_observed_sales_units
Therapy D,North,2024-12-01,132,6,2025-06-01,138,epidemiology_change,0,0.65,246.0349036046244,73.81047108138732,1.2244725411997668,6,12,393.39521391645246
Therapy D,North,2024-12-01,132,12,2025-12-01,144,epidemiology_change,0,0.65,246.649223920724,73.9947671762172,1.2244725411997668,12,12,406.8981211052911
Therapy D,North,2025-01-01,133,1,2025-02-01,134,epidemiology_change,0,0.65,245.62620699900933,73.6878620997028,1.2244725411997668,1,1,381.6972799482127
Therapy D,North,2025-01-01,133,3,2025-04-01,136,epidemiology_change,0,0.65,245.8304703688515,73.74914111065544,1.2244725411997668,3,1,387.8564795103084
Therapy D,North,2025-01-01,133,6,2025-07-01,139,epidemiology_change,0,0.65,246.1371839663743,73.84115518991229,1.2244725411997668,6,1,395.9521185316641
Therapy D,North,2025-02-01,134,1,2025-03-01,135,epidemiology_change,0,0.65,245.72831745951328,73.71849523785399,1.2244725411997668,1,2,384.8586771706415
Therapy D,North,2025-02-01,134,3,2025-05-01,137,epidemiology_change,0,0.65,245.9326657446705,73.77979972340114,1.2244725411997668,3,2,390.6992650716159
Therapy D,North,2025-02-01,134,6,2025-08-01,140,epidemiology_change,0,0.65,246.23950684758887,73.87185205427666,1.2244725411997668,6,2,398.3773955214911
Therapy D,North,2025-03-01,135,1,2025-04-01,136,epidemiology_change,0,0.65,245.8304703688515,73.74914111065544,1.2244725411997668,1,3,387.8564795103084
Therapy D,North,2025-03-01,135,3,2025-06-01,138,epidemiology_change,0,0.65,246.0349036046244,73.81047108138732,1.2244725411997668,3,3,393.39521391645246
Therapy D,North,2025-03-01,135,6,2025-09-01,141,epidemiology_change,0,0.65,246.3418722659441,73.90256167978322,1.2244725411997668,6,3,400.67809816776696
Therapy D,North,2025-04-01,136,1,2025-05-01,137,epidemiology_change,0,0.65,245.9326657446705,73.77979972340114,1.2244725411997668,1,4,390.6992650716159
Therapy D,North,2025-04-01,136,3,2025-07-01,139,epidemiology_change,0,0.65,246.1371839663743,73.84115518991229,1.2244725411997668,3,4,395.9521185316641
Therapy D,North,2025-04-01,136,6,2025-10-01,142,epidemiology_change,0,0.65,246.44428023912343,73.93328407173702,1.2244725411997668,6,4,402.8609295669854
Therapy D,North,2025-05-01,137,1,2025-06-01,138,epidemiology_change,0,0.65,246.0349036046244,73.81047108138732,1.2244725411997668,1,5,393.39521391645246
Therapy D,North,2025-05-01,137,3,2025-08-01,140,epidemiology_change,0,0.65,246.23950684758887,73.87185205427666,1.2244725411997668,3,5,398.3773955214911
Therapy D,North,2025-05-01,137,6,2025-11-01,143,epidemiology_change,0,0.65,246.5467307848174,73.96401923544522,1.2244725411997668,6,5,404.9322561086443
Therapy D,North,2025-06-01,138,1,2025-07-01,139,epidemiology_change,0,0.65,246.1371839663743,73.84115518991229,1.2244725411997668,1,6,395.9521185316641
Therapy D,North,2025-06-01,138,3,2025-09-01,141,epidemiology_change,0,0.65,246.3418722659441,73.90256167978322,1.2244725411997668,3,6,400.67809816776696
Therapy D,North,2025-06-01,138,6,2025-12-01,144,epidemiology_change,0,0.65,246.649223920724,73.9947671762172,1.2244725411997668,6,6,406.8981211052911
Therapy D,North,2025-07-01,139,1,2025-08-01,140,epidemiology_change,0,0.65,246.23950684758887,73.87185205427666,1.2244725411997668,1,7,398.3773955214911
Therapy D,North,2025-07-01,139,3,2025-10-01,142,epidemiology_change,0,0.65,246.44428023912343,73.93328407173702,1.2244725411997668,3,7,402.8609295669854
Therapy D,North,2025-08-01,140,1,2025-09-01,141,epidemiology_change,0,0.65,246.3418722659441,73.90256167978322,1.2244725411997668,1,8,400.67809816776696
Therapy D,North,2025-08-01,140,3,2025-11-01,143,epidemiology_change,0,0.65,246.5467307848174,73.96401923544522,1.2244725411997668,3,8,404.9322561086443
Therapy D,North,2025-09-01,141,1,2025-10-01,142,epidemiology_change,0,0.65,246.44428023912343,73.93328407173702,1.2244725411997668,1,9,402.8609295669854
Therapy D,North,2025-09-01,141,3,2025-12-01,144,epidemiology_change,0,0.65,246.649223920724,73.9947671762172,1.2244725411997668,3,9,406.8981211052911
Therapy D,North,2025-10-01,142,1,2025-11-01,143,epidemiology_change,0,0.65,246.5467307848174,73.96401923544522,1.2244725411997668,1,10,404.9322561086443
Therapy D,North,2025-11-01,143,1,2025-12-01,144,epidemiology_change,0,0.65,246.649223920724,73.9947671762172,1.2244725411997668,1,11,406.8981211052911
Therapy D,South,2015-01-01,13,1,2015-02-01,14,early_market_before_b_launch,0,,140.40659485095676,42.12197845528703,0.44146422259440554,1,1,0.0
Therapy D,South,2015-01-01,13,3,2015-04-01,16,early_market_before_b_launch,0,,140.52335732741528,42.15700719822458,0.44146422259440554,3,1,0.0
Therapy D,South,2015-01-01,13,6,2015-07-01,19,b_launch_growth,0,,140.6986831297749,42.20960493893247,0.9914642225944056,6,1,0.0
Therapy D,South,2015-01-01,13,12,2016-01-01,25,b_launch_growth,0,,141.04999124999995,42.31499737499998,0.9914642225944056,12,1,0.0
Therapy D,South,2015-02-01,14,1,2015-03-01,15,early_market_before_b_launch,0,,140.46496395673412,42.13948918702024,0.44146422259440554,1,2,0.0
Therapy D,South,2015-02-01,14,3,2015-05-01,17,early_market_before_b_launch,0,,140.5817749730874,42.174532491926215,0.44146422259440554,3,2,0.0
Therapy D,South,2015-02-01,14,6,2015-08-01,20,b_launch_growth,0,,140.7571736609858,42.22715209829573,0.9914642225944056,6,2,0.0
Therapy D,South,2015-02-01,14,12,2016-02-01,26,b_launch_growth,0,,141.1086278252115,42.33258834756345,0.9914642225944056,12,2,0.0
Therapy D,South,2015-03-01,15,1,2015-04-01,16,early_market_before_b_launch,0,,140.52335732741528,42.15700719822458,0.44146422259440554,1,3,0.0
Therapy D,South,2015-03-01,15,3,2015-06-01,18,early_market_before_b_launch,0,,140.64021690384203,42.192065071152605,0.44146422259440554,3,3,0.0
Therapy D,South,2015-03-01,15,6,2015-09-01,21,b_launch_growth,0,,140.81568850757876,42.24470655227363,0.9914642225944056,6,3,0.0
Therapy D,South,2015-03-01,15,12,2016-03-01,27,b_launch_growth,0,,141.16728877651775,42.35018663295532,0.9914642225944056,12,3,0.0
Therapy D,South,2015-04-01,16,1,2015-05-01,17,early_market_before_b_launch,0,,140.5817749730874,42.174532491926215,0.44146422259440554,1,4,0.0
Therapy D,South,2015-04-01,16,3,2015-07-01,19,b_launch_growth,0,,140.6986831297749,42.20960493893247,0.9914642225944056,3,4,0.0
Therapy D,South,2015-04-01,16,6,2015-10-01,22,b_launch_growth,0,,140.8742276796621,42.26226830389863,0.9914642225944056,6,4,0.0
Therapy D,South,2015-04-01,16,12,2016-04-01,28,b_launch_growth,0,,141.22597411405235,42.367792234215706,0.9914642225944056,12,4,0.0
Therapy D,South,2015-05-01,17,1,2015-06-01,18,early_market_before_b_launch,0,,140.64021690384203,42.192065071152605,0.44146422259440554,1,5,0.0
Therapy D,South,2015-05-01,17,3,2015-08-01,20,b_launch_growth,0,,140.7571736609858,42.22715209829573,0.9914642225944056,3,5,0.0
Therapy D,South,2015-05-01,17,6,2015-11-01,23,b_launch_growth,0,,140.93279118734824,42.27983735620448,0.9914642225944056,6,5,0.0
Therapy D,South,2015-05-01,17,12,2016-05-01,29,b_launch_growth,0,,141.28468384795283,42.38540515438585,0.9914642225944056,12,5,0.0
Therapy D,South,2015-06-01,18,1,2015-07-01,19,b_launch_growth,0,,140.6986831297749,42.20960493893247,0.9914642225944056,1,6,0.0
Therapy D,South,2015-06-01,18,3,2015-09-01,21,b_launch_growth,0,,140.81568850757876,42.24470655227363,0.9914642225944056,3,6,0.0
Therapy D,South,2015-06-01,18,6,2015-12-01,24,b_launch_growth,0,,140.99137904075394,42.29741371222618,0.9914642225944056,6,6,0.0
Therapy D,South,2015-06-01,18,12,2016-06-01,30,b_launch_growth,0,,141.3434179883613,42.40302539650839,0.9914642225944056,12,6,0.0
Therapy D,South,2015-07-01,19,1,2015-08-01,20,b_launch_growth,0,,140.7571736609858,42.22715209829573,0.9914642225944056,1,7,0.0
Therapy D,South,2015-07-01,19,3,2015-10-01,22,b_launch_growth,0,,140.8742276796621,42.26226830389863,0.9914642225944056,3,7,0.0
Therapy D,South,2015-07-01,19,6,2016-01-01,25,b_launch_growth,0,,141.04999124999995,42.31499737499998,0.9914642225944056,6,7,0.0
Therapy D,South,2015-07-01,19,12,2016-07-01,31,b_launch_growth,0,,141.40217654542374,42.42065296362712,0.9914642225944056,12,7,0.0
Therapy D,South,2015-08-01,20,1,2015-09-01,21,b_launch_growth,0,,140.81568850757876,42.24470655227363,0.9914642225944056,1,8,0.0
Therapy D,South,2015-08-01,20,3,2015-11-01,23,b_launch_growth,0,,140.93279118734824,42.27983735620448,0.9914642225944056,3,8,0.0
Therapy D,South,2015-08-01,20,6,2016-02-01,26,b_launch_growth,0,,141.1086278252115,42.33258834756345,0.9914642225944056,6,8,0.0
Therapy D,South,2015-08-01,20,12,2016-08-01,32,b_launch_growth,0,,141.46095952929073,42.43828785878722,0.9914642225944056,12,8,0.0
Therapy D,South,2015-09-01,21,1,2015-10-01,22,b_launch_growth,0,,140.8742276796621,42.26226830389863,0.9914642225944056,1,9,0.0
Therapy D,South,2015-09-01,21,3,2015-12-01,24,b_launch_growth,0,,140.99137904075394,42.29741371222618,0.9914642225944056,3,9,0.0
Therapy D,South,2015-09-01,21,6,2016-03-01,27,b_launch_growth,0,,141.16728877651775,42.35018663295532,0.9914642225944056,6,9,0.0
Therapy D,South,2015-09-01,21,12,2016-09-01,33,b_launch_growth,0,,141.51976695011663,42.455930085034986,0.9914642225944056,12,9,0.0
Therapy D,South,2015-10-01,22,1,2015-11-01,23,b_launch_growth,0,,140.93279118734824,42.27983735620448,0.9914642225944056,1,10,0.0
Therapy D,South,2015-10-01,22,3,2016-01-01,25,b_launch_growth,0,,141.04999124999995,42.31499737499998,0.9914642225944056,3,10,0.0
Therapy D,South,2015-10-01,22,6,2016-04-01,28,b_launch_growth,0,,141.22597411405235,42.367792234215706,0.9914642225944056,6,10,0.0
Therapy D,South,2015-10-01,22,12,2016-10-01,34,b_launch_growth,0,,141.5785988180604,42.47357964541811,0.9914642225944056,12,10,0.0
Therapy D,South,2015-11-01,23,1,2015-12-01,24,b_launch_growth,0,,140.99137904075394,42.29741371222618,0.9914642225944056,1,11,0.0
Therapy D,South,2015-11-01,23,3,2016-02-01,26,b_launch_growth,0,,141.1086278252115,42.33258834756345,0.9914642225944056,3,11,0.0
Therapy D,South,2015-11-01,23,6,2016-05-01,29,b_launch_growth,0,,141.28468384795283,42.38540515438585,0.9914642225944056,6,11,0.0
Therapy D,South,2015-11-01,23,12,2016-11-01,35,b_launch_growth,0,,141.637455143285,42.4912365429855,0.9914642225944056,12,11,0.0
Therapy D,South,2015-12-01,24,1,2016-01-01,25,b_launch_growth,0,,141.04999124999995,42.31499737499998,0.9914642225944056,1,12,0.0
Therapy D,South,2015-12-01,24,3,2016-03-01,27,b_launch_growth,0,,141.16728877651775,42.35018663295532,0.9914642225944056,3,12,0.0
Therapy D,South,2015-12-01,24,6,2016-06-01,30,b_launch_growth,0,,141.3434179883613,42.40302539650839,0.9914642225944056,6,12,0.0
Therapy D,South,2015-12-01,24,12,2016-12-01,36,b_launch_growth,0,,141.69633593595768,42.5089007807873,0.9914642225944056,12,12,0.0
Therapy D,South,2016-01-01,25,1,2016-02-01,26,b_launch_growth,0,,141.1086278252115,42.33258834756345,0.9914642225944056,1,1,0.0
Therapy D,South,2016-01-01,25,3,2016-04-01,28,b_launch_growth,0,,141.22597411405235,42.367792234215706,0.9914642225944056,3,1,0.0
Therapy D,South,2016-01-01,25,6,2016-07-01,31,b_launch_growth,0,,141.40217654542374,42.42065296362712,0.9914642225944056,6,1,0.0
Therapy D,South,2016-01-01,25,12,2017-01-01,37,b_launch_growth,0,,141.7552412062499,42.526572361874976,0.9914642225944056,12,1,0.0
Therapy D,South,2016-02-01,26,1,2016-03-01,27,b_launch_growth,0,,141.16728877651775,42.35018663295532,0.9914642225944056,1,2,0.0
Therapy D,South,2016-02-01,26,3,2016-05-01,29,b_launch_growth,0,,141.28468384795283,42.38540515438585,0.9914642225944056,3,2,0.0
Therapy D,South,2016-02-01,26,6,2016-08-01,32,b_launch_growth,0,,141.46095952929073,42.43828785878722,0.9914642225944056,6,2,0.0
Therapy D,South,2016-02-01,26,12,2017-02-01,38,b_launch_growth,0,,141.8141709643375,42.54425128930125,0.9914642225944056,12,2,0.0
Therapy D,South,2016-03-01,27,1,2016-04-01,28,b_launch_growth,0,,141.22597411405235,42.367792234215706,0.9914642225944056,1,3,0.0
Therapy D,South,2016-03-01,27,3,2016-06-01,30,b_launch_growth,0,,141.3434179883613,42.40302539650839,0.9914642225944056,3,3,0.0
Therapy D,South,2016-03-01,27,6,2016-09-01,33,b_launch_growth,0,,141.51976695011663,42.455930085034986,0.9914642225944056,6,3,0.0
Therapy D,South,2016-03-01,27,12,2017-03-01,39,b_launch_growth,0,,141.87312522040034,42.5619375661201,0.9914642225944056,12,3,0.0
Therapy D,South,2016-04-01,28,1,2016-05-01,29,b_launch_growth,0,,141.28468384795283,42.38540515438585,0.9914642225944056,1,4,0.0
Therapy D,South,2016-04-01,28,3,2016-07-01,31,b_launch_growth,0,,141.40217654542374,42.42065296362712,0.9914642225944056,3,4,0.0
Therapy D,South,2016-04-01,28,6,2016-10-01,34,b_launch_growth,0,,141.5785988180604,42.47357964541811,0.9914642225944056,6,4,0.0
Therapy D,South,2016-04-01,28,12,2017-04-01,40,b_launch_growth,0,,141.9321039846226,42.57963119538677,0.9914642225944056,12,4,0.0
Therapy D,South,2016-05-01,29,1,2016-06-01,30,b_launch_growth,0,,141.3434179883613,42.40302539650839,0.9914642225944056,1,5,0.0
Therapy D,South,2016-05-01,29,3,2016-08-01,32,b_launch_growth,0,,141.46095952929073,42.43828785878722,0.9914642225944056,3,5,0.0
Therapy D,South,2016-05-01,29,6,2016-11-01,35,b_launch_growth,0,,141.637455143285,42.4912365429855,0.9914642225944056,6,5,0.0
Therapy D,South,2016-05-01,29,12,2017-05-01,41,b_launch_growth,0,,141.99110726719258,42.59733218015777,0.9914642225944056,12,5,0.0
Therapy D,South,2016-06-01,30,1,2016-07-01,31,b_launch_growth,0,,141.40217654542374,42.42065296362712,0.9914642225944056,1,6,0.0
Therapy D,South,2016-06-01,30,3,2016-09-01,33,b_launch_growth,0,,141.51976695011663,42.455930085034986,0.9914642225944056,3,6,0.0
Therapy D,South,2016-06-01,30,6,2016-12-01,36,b_launch_growth,0,,141.69633593595768,42.5089007807873,0.9914642225944056,6,6,0.0
Therapy D,South,2016-06-01,30,12,2017-06-01,42,b_launch_growth,0,,142.0501350783031,42.615040523490926,0.9914642225944056,12,6,0.0
Therapy D,South,2016-07-01,31,1,2016-08-01,32,b_launch_growth,0,,141.46095952929073,42.43828785878722,0.9914642225944056,1,7,0.0
Therapy D,South,2016-07-01,31,3,2016-10-01,34,b_launch_growth,0,,141.5785988180604,42.47357964541811,0.9914642225944056,3,7,0.0
Therapy D,South,2016-07-01,31,6,2017-01-01,37,b_launch_growth,0,,141.7552412062499,42.526572361874976,0.9914642225944056,6,7,0.0
Therapy D,South,2016-07-01,31,12,2017-07-01,43,b_launch_growth,0,,142.10918742815088,42.63275622844526,0.9914642225944056,12,7,0.0
Therapy D,South,2016-08-01,32,1,2016-09-01,33,b_launch_growth,0,,141.51976695011663,42.455930085034986,0.9914642225944056,1,8,0.0
Therapy D,South,2016-08-01,32,3,2016-11-01,35,b_launch_growth,0,,141.637455143285,42.4912365429855,0.9914642225944056,3,8,0.0
Therapy D,South,2016-08-01,32,6,2017-02-01,38,b_launch_growth,0,,141.8141709643375,42.54425128930125,0.9914642225944056,6,8,0.0
Therapy D,South,2016-08-01,32,12,2017-08-01,44,b_launch_growth,0,,142.1682643269371,42.65047929808113,0.9914642225944056,12,8,0.0
Therapy D,South,2016-09-01,33,1,2016-10-01,34,b_launch_growth,0,,141.5785988180604,42.47357964541811,0.9914642225944056,1,9,0.0
Therapy D,South,2016-09-01,33,3,2016-12-01,36,b_launch_growth,0,,141.69633593595768,42.5089007807873,0.9914642225944056,3,9,0.0
Therapy D,South,2016-09-01,33,6,2017-03-01,39,b_launch_growth,0,,141.87312522040034,42.5619375661201,0.9914642225944056,6,9,0.0
Therapy D,South,2016-09-01,33,12,2017-09-01,45,b_launch_growth,0,,142.22736578486723,42.66820973546017,0.9914642225944056,12,9,0.0
Therapy D,South,2016-10-01,34,1,2016-11-01,35,b_launch_growth,0,,141.637455143285,42.4912365429855,0.9914642225944056,1,10,0.0
Therapy D,South,2016-10-01,34,3,2017-01-01,37,b_launch_growth,0,,141.7552412062499,42.526572361874976,0.9914642225944056,3,10,0.0
Therapy D,South,2016-10-01,34,6,2017-04-01,40,b_launch_growth,0,,141.9321039846226,42.57963119538677,0.9914642225944056,6,10,0.0
Therapy D,South,2016-10-01,34,12,2017-10-01,46,b_launch_growth,0,,142.28649181215064,42.68594754364519,0.9914642225944056,12,10,0.0
Therapy D,South,2016-11-01,35,1,2016-12-01,36,b_launch_growth,0,,141.69633593595768,42.5089007807873,0.9914642225944056,1,11,0.0
Therapy D,South,2016-11-01,35,3,2017-02-01,38,b_launch_growth,0,,141.8141709643375,42.54425128930125,0.9914642225944056,3,11,0.0
Therapy D,South,2016-11-01,35,6,2017-05-01,41,b_launch_growth,0,,141.99110726719258,42.59733218015777,0.9914642225944056,6,11,0.0
Therapy D,South,2016-11-01,35,12,2017-11-01,47,b_launch_growth,0,,142.3456424190014,42.703692725700414,0.9914642225944056,12,11,0.0
Therapy D,South,2016-12-01,36,1,2017-01-01,37,b_launch_growth,0,,141.7552412062499,42.526572361874976,0.9914642225944056,1,12,0.0
Therapy D,South,2016-12-01,36,3,2017-03-01,39,b_launch_growth,0,,141.87312522040034,42.5619375661201,0.9914642225944056,3,12,0.0
Therapy D,South,2016-12-01,36,6,2017-06-01,42,b_launch_growth,0,,142.0501350783031,42.615040523490926,0.9914642225944056,6,12,0.0
Therapy D,South,2016-12-01,36,12,2017-12-01,48,b_launch_growth,0,,142.40481761563746,42.72144528469124,0.9914642225944056,12,12,0.0
Therapy D,South,2017-01-01,37,1,2017-02-01,38,b_launch_growth,0,,141.8141709643375,42.54425128930125,0.9914642225944056,1,1,0.0
Therapy D,South,2017-01-01,37,3,2017-04-01,40,b_launch_growth,0,,141.9321039846226,42.57963119538677,0.9914642225944056,3,1,0.0
Therapy D,South,2017-01-01,37,6,2017-07-01,43,b_launch_growth,0,,142.10918742815088,42.63275622844526,0.9914642225944056,6,1,0.0
Therapy D,South,2017-01-01,37,12,2018-01-01,49,b_launch_growth,0,,142.46401741228118,42.73920522368435,0.9914642225944056,12,1,0.0
Therapy D,South,2017-02-01,38,1,2017-03-01,39,b_launch_growth,0,,141.87312522040034,42.5619375661201,0.9914642225944056,1,2,0.0
Therapy D,South,2017-02-01,38,3,2017-05-01,41,b_launch_growth,0,,141.99110726719258,42.59733218015777,0.9914642225944056,3,2,0.0
Therapy D,South,2017-02-01,38,6,2017-08-01,44,b_launch_growth,0,,142.1682643269371,42.65047929808113,0.9914642225944056,6,2,0.0
Therapy D,South,2017-02-01,38,12,2018-02-01,50,b_launch_growth,0,,142.5232418191592,42.756972545747765,0.9914642225944056,12,2,0.0
Therapy D,South,2017-03-01,39,1,2017-04-01,40,b_launch_growth,0,,141.9321039846226,42.57963119538677,0.9914642225944056,1,3,0.0
Therapy D,South,2017-03-01,39,3,2017-06-01,42,b_launch_growth,0,,142.0501350783031,42.615040523490926,0.9914642225944056,3,3,0.0
Therapy D,South,2017-03-01,39,6,2017-09-01,45,b_launch_growth,0,,142.22736578486723,42.66820973546017,0.9914642225944056,6,3,0.0
Therapy D,South,2017-03-01,39,12,2018-03-01,51,b_launch_growth,0,,142.5824908465023,42.77474725395069,0.9914642225944056,12,3,0.0
Therapy D,South,2017-04-01,40,1,2017-05-01,41,b_launch_growth,0,,141.99110726719258,42.59733218015777,0.9914642225944056,1,4,0.0
Therapy D,South,2017-04-01,40,3,2017-07-01,43,b_launch_growth,0,,142.10918742815088,42.63275622844526,0.9914642225944056,3,4,0.0
Therapy D,South,2017-04-01,40,6,2017-10-01,46,b_launch_growth,0,,142.28649181215064,42.68594754364519,0.9914642225944056,6,4,0.0
Therapy D,South,2017-04-01,40,12,2018-04-01,52,b_launch_growth,0,,142.64176450454565,42.79252935136369,0.9914642225944056,12,4,0.0
Therapy D,South,2017-05-01,41,1,2017-06-01,42,b_launch_growth,0,,142.0501350783031,42.615040523490926,0.9914642225944056,1,5,0.0
Therapy D,South,2017-05-01,41,3,2017-08-01,44,b_launch_growth,0,,142.1682643269371,42.65047929808113,0.9914642225944056,3,5,0.0
Therapy D,South,2017-05-01,41,6,2017-11-01,47,b_launch_growth,0,,142.3456424190014,42.703692725700414,0.9914642225944056,6,5,0.0
Therapy D,South,2017-05-01,41,12,2018-05-01,53,b_launch_growth,0,,142.70106280352854,42.81031884105856,0.9914642225944056,12,5,0.0
Therapy D,South,2017-06-01,42,1,2017-07-01,43,b_launch_growth,0,,142.10918742815088,42.63275622844526,0.9914642225944056,1,6,0.0
Therapy D,South,2017-06-01,42,3,2017-09-01,45,b_launch_growth,0,,142.22736578486723,42.66820973546017,0.9914642225944056,3,6,0.0
Therapy D,South,2017-06-01,42,6,2017-12-01,48,b_launch_growth,0,,142.40481761563746,42.72144528469124,0.9914642225944056,6,6,0.0
Therapy D,South,2017-06-01,42,12,2018-06-01,54,b_launch_growth,0,,142.76038575369455,42.828115726108365,0.9914642225944056,12,6,0.0
Therapy D,South,2017-07-01,43,1,2017-08-01,44,b_launch_growth,0,,142.1682643269371,42.65047929808113,0.9914642225944056,1,7,0.0
Therapy D,South,2017-07-01,43,3,2017-10-01,46,b_launch_growth,0,,142.28649181215064,42.68594754364519,0.9914642225944056,3,7,0.0
Therapy D,South,2017-07-01,43,6,2018-01-01,49,b_launch_growth,0,,142.46401741228118,42.73920522368435,0.9914642225944056,6,7,0.0
Therapy D,South,2017-07-01,43,12,2018-07-01,55,b_launch_growth,0,,142.81973336529165,42.84592000958749,0.9914642225944056,12,7,0.0
Therapy D,South,2017-08-01,44,1,2017-09-01,45,b_launch_growth,0,,142.22736578486723,42.66820973546017,0.9914642225944056,1,8,0.0
Therapy D,South,2017-08-01,44,3,2017-11-01,47,b_launch_growth,0,,142.3456424190014,42.703692725700414,0.9914642225944056,3,8,0.0
Therapy D,South,2017-08-01,44,6,2018-02-01,50,b_launch_growth,0,,142.5232418191592,42.756972545747765,0.9914642225944056,6,8,0.0
Therapy D,South,2017-08-01,44,12,2018-08-01,56,b_launch_growth,0,,142.87910564857177,42.86373169457153,0.9914642225944056,12,8,0.0
Therapy D,South,2017-09-01,45,1,2017-10-01,46,b_launch_growth,0,,142.28649181215064,42.68594754364519,0.9914642225944056,1,9,0.0
Therapy D,South,2017-09-01,45,3,2017-12-01,48,b_launch_growth,0,,142.40481761563746,42.72144528469124,0.9914642225944056,3,9,0.0
Therapy D,South,2017-09-01,45,6,2018-03-01,51,b_launch_growth,0,,142.5824908465023,42.77474725395069,0.9914642225944056,6,9,0.0
Therapy D,South,2017-09-01,45,12,2018-09-01,57,b_launch_growth,0,,142.93850261379148,42.881550784137445,0.9914642225944056,12,9,0.0
Therapy D,South,2017-10-01,46,1,2017-11-01,47,b_launch_growth,0,,142.3456424190014,42.703692725700414,0.9914642225944056,1,10,0.0
Therapy D,South,2017-10-01,46,3,2018-01-01,49,b_launch_growth,0,,142.46401741228118,42.73920522368435,0.9914642225944056,3,10,0.0
Therapy D,South,2017-10-01,46,6,2018-04-01,52,b_launch_growth,0,,142.64176450454565,42.79252935136369,0.9914642225944056,6,10,0.0
Therapy D,South,2017-10-01,46,12,2018-10-01,58,b_launch_growth,0,,142.9979242712114,42.89937728136341,0.9914642225944056,12,10,0.0
Therapy D,South,2017-11-01,47,1,2017-12-01,48,b_launch_growth,0,,142.40481761563746,42.72144528469124,0.9914642225944056,1,11,0.0
Therapy D,South,2017-11-01,47,3,2018-02-01,50,b_launch_growth,0,,142.5232418191592,42.756972545747765,0.9914642225944056,3,11,0.0
Therapy D,South,2017-11-01,47,6,2018-05-01,53,b_launch_growth,0,,142.70106280352854,42.81031884105856,0.9914642225944056,6,11,0.0
Therapy D,South,2017-11-01,47,12,2018-11-01,59,b_launch_growth,0,,143.0573706310964,42.91721118932892,0.9914642225944056,12,11,0.0
Therapy D,South,2017-12-01,48,1,2018-01-01,49,b_launch_growth,0,,142.46401741228118,42.73920522368435,0.9914642225944056,1,12,0.0
Therapy D,South,2017-12-01,48,3,2018-03-01,51,b_launch_growth,0,,142.5824908465023,42.77474725395069,0.9914642225944056,3,12,0.0
Therapy D,South,2017-12-01,48,6,2018-06-01,54,b_launch_growth,0,,142.76038575369455,42.828115726108365,0.9914642225944056,6,12,0.0
Therapy D,South,2017-12-01,48,12,2018-12-01,60,b_launch_growth,0,,143.11684170371564,42.93505251111469,0.9914642225944056,12,12,0.0
Therapy D,South,2018-01-01,49,1,2018-02-01,50,b_launch_growth,0,,142.5232418191592,42.756972545747765,0.9914642225944056,1,1,0.0
Therapy D,South,2018-01-01,49,3,2018-04-01,52,b_launch_growth,0,,142.64176450454565,42.79252935136369,0.9914642225944056,3,1,0.0
Therapy D,South,2018-01-01,49,6,2018-07-01,55,b_launch_growth,0,,142.81973336529165,42.84592000958749,0.9914642225944056,6,1,0.0
Therapy D,South,2018-01-01,49,12,2019-01-01,61,access_expansion,0,,143.1763374993426,42.95290124980278,0.9914642225944056,12,1,0.0
Therapy D,South,2018-02-01,50,1,2018-03-01,51,b_launch_growth,0,,142.5824908465023,42.77474725395069,0.9914642225944056,1,2,0.0
Therapy D,South,2018-02-01,50,3,2018-05-01,53,b_launch_growth,0,,142.70106280352854,42.81031884105856,0.9914642225944056,3,2,0.0
Therapy D,South,2018-02-01,50,6,2018-08-01,56,b_launch_growth,0,,142.87910564857177,42.86373169457153,0.9914642225944056,6,2,0.0
Therapy D,South,2018-02-01,50,12,2019-02-01,62,access_expansion,0,,143.235858028255,42.970757408476494,0.9914642225944056,12,2,0.0
Therapy D,South,2018-03-01,51,1,2018-04-01,52,b_launch_growth,0,,142.64176450454565,42.79252935136369,0.9914642225944056,1,3,0.0
Therapy D,South,2018-03-01,51,3,2018-06-01,54,b_launch_growth,0,,142.76038575369455,42.828115726108365,0.9914642225944056,3,3,0.0
Therapy D,South,2018-03-01,51,6,2018-09-01,57,b_launch_growth,0,,142.93850261379148,42.881550784137445,0.9914642225944056,6,3,0.0
Therapy D,South,2018-03-01,51,12,2019-03-01,63,access_expansion,0,,143.29540330073482,42.98862099022045,0.9914642225944056,12,3,0.0
Therapy D,South,2018-04-01,52,1,2018-05-01,53,b_launch_growth,0,,142.70106280352854,42.81031884105856,0.9914642225944056,1,4,0.0
Therapy D,South,2018-04-01,52,3,2018-07-01,55,b_launch_growth,0,,142.81973336529165,42.84592000958749,0.9914642225944056,3,4,0.0
Therapy D,South,2018-04-01,52,6,2018-10-01,58,b_launch_growth,0,,142.9979242712114,42.89937728136341,0.9914642225944056,6,4,0.0
Therapy D,South,2018-04-01,52,12,2019-04-01,64,access_expansion,0,,143.35497332706836,43.00649199812051,0.9914642225944056,12,4,0.0
Therapy D,South,2018-05-01,53,1,2018-06-01,54,b_launch_growth,0,,142.76038575369455,42.828115726108365,0.9914642225944056,1,5,0.0
