therapy,region,forecast_origin_month,forecast_origin_month_index,horizon_months,target_month,target_month_index,target_market_regime,target_supply_constrained,sales_at_forecast_origin,sales_lag_1,sales_lag_3,sales_lag_6,sales_lag_12,rolling_mean_3,rolling_mean_6,rolling_sd_6,sales_change_vs_3_months_ago,therapy_age_months,calendar_month,calendar_year,horizon_months,target_access_rate_allowed,target_new_metastatic_diagnoses_allowed,target_eligible_new_1l_patient_pool_allowed,target_competitor_overlap_pressure_allowed,target_observed_sales_units
Therapy C,West,2017-01-01,37,3,2017-04-01,40,b_launch_growth,0,980.937608658194,971.2243945707864,949.8666481052936,912.4838483701856,815.2830091085025,960.6566328767362,943.0517380639434,21.98771885145829,31.070960552900374,37,1,2017,3,0.72,160.85638451590555,112.5994691611339,0.0,1006.6166616561768
Therapy C,West,2017-01-01,37,6,2017-07-01,43,b_launch_growth,0,980.937608658194,971.2243945707864,949.8666481052936,912.4838483701856,815.2830091085025,960.6566328767362,943.0517380639434,21.98771885145829,31.070960552900374,37,1,2017,6,0.72,161.05707908523763,112.73995535966634,0.0,1027.7640741811183
Therapy C,West,2017-01-01,37,12,2018-01-01,49,b_launch_growth,0,980.937608658194,971.2243945707864,949.8666481052936,912.4838483701856,815.2830091085025,960.6566328767362,943.0517380639434,21.98771885145829,31.070960552900374,37,1,2017,12,0.72,161.45921973391867,113.02145381374308,0.0,1059.4352682717144
Therapy C,West,2017-02-01,38,1,2017-03-01,39,b_launch_growth,0,990.0522516830345,980.937608658194,960.8788559541288,925.7035765545496,833.7389967696595,971.013619727703,954.4606981119447,20.67489296488426,29.17339572890569,38,2,2017,1,0.72,160.78954191645374,112.55267934151762,0.0,998.6012742606074
Therapy C,West,2017-02-01,38,3,2017-05-01,41,b_launch_growth,0,990.0522516830345,980.937608658194,960.8788559541288,925.7035765545496,833.7389967696595,971.013619727703,954.4606981119447,20.67489296488426,29.17339572890569,38,2,2017,3,0.72,160.92325490281826,112.64627843197276,0.0,1014.1293125392244
Therapy C,West,2017-02-01,38,6,2017-08-01,44,b_launch_growth,0,990.0522516830345,980.937608658194,960.8788559541288,925.7035765545496,833.7389967696595,971.013619727703,954.4606981119447,20.67489296488426,29.17339572890569,38,2,2017,6,0.72,161.1240329038621,112.78682303270344,0.0,1033.9419058122733
Therapy C,West,2017-02-01,38,12,2018-02-01,50,b_launch_growth,0,990.0522516830345,980.937608658194,960.8788559541288,925.7035765545496,833.7389967696595,971.013619727703,954.4606981119447,20.67489296488426,29.17339572890569,38,2,2017,12,0.72,161.52634072838043,113.0684385098663,0.0,1063.6099838150562
Therapy C,West,2017-03-01,39,1,2017-04-01,40,b_launch_growth,0,998.6012742606074,990.0522516830345,971.2243945707864,938.1531048287154,851.2655684267495,980.7380849706716,965.1854773000254,19.426359973425313,27.376879689820953,39,3,2017,1,0.72,160.85638451590555,112.5994691611339,0.0,1006.6166616561768
Therapy C,West,2017-03-01,39,3,2017-06-01,42,b_launch_growth,0,998.6012742606074,990.0522516830345,971.2243945707864,938.1531048287154,851.2655684267495,980.7380849706716,965.1854773000254,19.426359973425313,27.376879689820953,39,3,2017,3,0.72,160.99015308874348,112.69310716212044,0.0,1021.1689521750984
Therapy C,West,2017-03-01,39,6,2017-09-01,45,b_launch_growth,0,998.6012742606074,990.0522516830345,971.2243945707864,938.1531048287154,851.2655684267495,980.7380849706716,965.1854773000254,19.426359973425313,27.376879689820953,39,3,2017,6,0.72,161.19101455618284,112.83371018932796,0.0,1039.7283924800354
Therapy C,West,2017-03-01,39,12,2018-03-01,51,b_launch_growth,0,998.6012742606074,990.0522516830345,971.2243945707864,938.1531048287154,851.2655684267495,980.7380849706716,965.1854773000254,19.426359973425313,27.376879689820953,39,3,2017,12,0.72,161.593489626036,113.11544273822518,0.0,1067.5228537038183
Therapy C,West,2017-04-01,40,1,2017-05-01,41,b_launch_growth,0,1006.6166616561768,998.6012742606074,980.937608658194,949.8666481052936,867.8793245515267,989.8637115339452,975.2601722053406,18.241637917454636,25.679052997982808,40,4,2017,1,0.72,160.92325490281826,112.64627843197276,0.0,1014.1293125392244
Therapy C,West,2017-04-01,40,3,2017-07-01,43,b_launch_growth,0,1006.6166616561768,998.6012742606074,980.937608658194,949.8666481052936,867.8793245515267,989.8637115339452,975.2601722053406,18.241637917454636,25.679052997982808,40,4,2017,3,0.72,161.05707908523763,112.73995535966634,0.0,1027.7640741811183
Therapy C,West,2017-04-01,40,6,2017-10-01,46,b_launch_growth,0,1006.6166616561768,998.6012742606074,980.937608658194,949.8666481052936,867.8793245515267,989.8637115339452,975.2601722053406,18.241637917454636,25.679052997982808,40,4,2017,6,0.72,161.25802405377075,112.88061683763952,0.0,1045.1481978535244
Therapy C,West,2017-04-01,40,12,2018-04-01,52,b_launch_growth,0,1006.6166616561768,998.6012742606074,980.937608658194,949.8666481052936,867.8793245515267,989.8637115339452,975.2601722053406,18.241637917454636,25.679052997982808,40,4,2017,12,0.72,161.66066643848507,113.16246650693954,0.0,1071.1913923651457
Therapy C,West,2017-05-01,41,1,2017-06-01,42,b_launch_growth,0,1014.1293125392244,1006.6166616561768,990.0522516830345,960.8788559541288,883.6022774519603,998.4233958666063,984.7185077971545,17.119722316755418,24.077060856189973,41,5,2017,1,0.72,160.99015308874348,112.69310716212044,0.0,1021.1689521750984
Therapy C,West,2017-05-01,41,3,2017-08-01,44,b_launch_growth,0,1014.1293125392244,1006.6166616561768,990.0522516830345,960.8788559541288,883.6022774519603,998.4233958666063,984.7185077971545,17.119722316755418,24.077060856189973,41,5,2017,3,0.72,161.1240329038621,112.78682303270344,0.0,1033.9419058122733
Therapy C,West,2017-05-01,41,6,2017-11-01,47,b_launch_growth,0,1014.1293125392244,1006.6166616561768,990.0522516830345,960.8788559541288,883.6022774519603,998.4233958666063,984.7185077971545,17.119722316755418,24.077060856189973,41,5,2017,6,0.72,161.32506140820158,112.9275429857411,0.0,1050.224716453501
Therapy C,West,2017-05-01,41,12,2018-05-01,53,b_launch_growth,0,1014.1293125392244,1006.6166616561768,990.0522516830345,960.8788559541288,883.6022774519603,998.4233958666063,984.7185077971545,17.119722316755418,24.077060856189973,41,5,2017,12,0.72,161.72787117733236,113.20950982413264,0.0,1074.632063265968
Therapy C,West,2017-06-01,42,1,2017-07-01,43,b_launch_growth,0,1021.1689521750984,1014.1293125392244,998.6012742606074,971.2243945707864,898.4606508057053,1006.4490828186696,993.5935838946707,16.05919700466586,22.567677914491014,42,6,2017,1,0.72,161.05707908523763,112.73995535966634,0.0,1027.7640741811183
Therapy C,West,2017-06-01,42,3,2017-09-01,45,b_launch_growth,0,1021.1689521750984,1014.1293125392244,998.6012742606074,971.2243945707864,898.4606508057053,1006.4490828186696,993.5935838946707,16.05919700466586,22.567677914491014,42,6,2017,3,0.72,161.19101455618284,112.83371018932796,0.0,1039.7283924800354
Therapy C,West,2017-06-01,42,6,2017-12-01,48,b_launch_growth,0,1021.1689521750984,1014.1293125392244,998.6012742606074,971.2243945707864,898.4606508057053,1006.4490828186696,993.5935838946707,16.05919700466586,22.567677914491014,42,6,2017,6,0.72,161.39212663105576,112.97448864173904,0.0,1054.9800961349438
Therapy C,West,2017-06-01,42,12,2018-06-01,54,b_launch_growth,0,1021.1689521750984,1014.1293125392244,998.6012742606074,971.2243945707864,898.4606508057053,1006.4490828186696,993.5935838946707,16.05919700466586,22.567677914491014,42,6,2017,12,0.72,161.79510385418718,113.25657269793102,0.0,1077.8603256633742
Therapy C,West,2017-07-01,43,1,2017-08-01,44,b_launch_growth,0,1027.7640741811183,1021.1689521750984,1006.6166616561768,980.937608658194,912.4838483701856,1013.9716421234998,1001.9176768287226,15.058327981010216,21.1474125249415,43,7,2017,1,0.72,161.1240329038621,112.78682303270344,0.0,1033.9419058122733
Therapy C,West,2017-07-01,43,3,2017-10-01,46,b_launch_growth,0,1027.7640741811183,1021.1689521750984,1006.6166616561768,980.937608658194,912.4838483701856,1013.9716421234998,1001.9176768287226,15.058327981010216,21.1474125249415,43,7,2017,3,0.72,161.25802405377075,112.88061683763952,0.0,1045.1481978535244
Therapy C,West,2017-07-01,43,6,2018-01-01,49,b_launch_growth,0,1027.7640741811183,1021.1689521750984,1006.6166616561768,980.937608658194,912.4838483701856,1013.9716421234998,1001.9176768287226,15.058327981010216,21.1474125249415,43,7,2017,6,0.72,161.45921973391867,113.02145381374308,0.0,1059.4352682717144
Therapy C,West,2017-07-01,43,12,2018-07-01,55,b_launch_growth,0,1027.7640741811183,1021.1689521750984,1006.6166616561768,980.937608658194,912.4838483701856,1013.9716421234998,1001.9176768287226,15.058327981010216,21.1474125249415,43,7,2017,12,0.72,161.8623644806638,113.30365513646464,0.0,1080.8906818606229
Therapy C,West,2017-08-01,44,1,2017-09-01,45,b_launch_growth,0,1033.9419058122733,1027.7640741811183,1014.1293125392244,990.0522516830345,925.7035765545496,1021.0207796318136,1009.72208774921,14.11514239872446,19.812593273048833,44,8,2017,1,0.72,161.19101455618284,112.83371018932796,0.0,1039.7283924800354
Therapy C,West,2017-08-01,44,3,2017-11-01,47,b_launch_growth,0,1033.9419058122733,1027.7640741811183,1014.1293125392244,990.0522516830345,925.7035765545496,1021.0207796318136,1009.72208774921,14.11514239872446,19.812593273048833,44,8,2017,3,0.72,161.32506140820158,112.9275429857411,0.0,1050.224716453501
Therapy C,West,2017-08-01,44,6,2018-02-01,50,b_launch_growth,0,1033.9419058122733,1027.7640741811183,1014.1293125392244,990.0522516830345,925.7035765545496,1021.0207796318136,1009.72208774921,14.11514239872446,19.812593273048833,44,8,2017,6,0.72,161.52634072838043,113.0684385098663,0.0,1063.6099838150562
Therapy C,West,2017-08-01,44,12,2018-08-01,56,b_launch_growth,0,1033.9419058122733,1027.7640741811183,1014.1293125392244,990.0522516830345,925.7035765545496,1021.0207796318136,1009.72208774921,14.11514239872446,19.812593273048833,44,8,2017,12,0.72,161.92965306838138,113.35075714786696,0.0,1083.7367244092804
Therapy C,West,2017-09-01,45,1,2017-10-01,46,b_launch_growth,0,1039.7283924800354,1033.9419058122733,1021.1689521750984,998.6012742606074,938.1531048287154,1027.6249773894967,1017.0370301040831,13.22749462965919,18.55944030493697,45,9,2017,1,0.72,161.25802405377075,112.88061683763952,0.0,1045.1481978535244
Therapy C,West,2017-09-01,45,3,2017-12-01,48,b_launch_growth,0,1039.7283924800354,1033.9419058122733,1021.1689521750984,998.6012742606074,938.1531048287154,1027.6249773894967,1017.0370301040831,13.22749462965919,18.55944030493697,45,9,2017,3,0.72,161.39212663105576,112.97448864173904,0.0,1054.9800961349438
Therapy C,West,2017-09-01,45,6,2018-03-01,51,b_launch_growth,0,1039.7283924800354,1033.9419058122733,1021.1689521750984,998.6012742606074,938.1531048287154,1027.6249773894967,1017.0370301040831,13.22749462965919,18.55944030493697,45,9,2017,6,0.72,161.593489626036,113.11544273822518,0.0,1067.5228537038183
Therapy C,West,2017-09-01,45,12,2018-09-01,57,b_launch_growth,0,1039.7283924800354,1033.9419058122733,1021.1689521750984,998.6012742606074,938.1531048287154,1027.6249773894967,1017.0370301040831,13.22749462965919,18.55944030493697,45,9,2017,12,0.72,161.9969696289637,113.3978787402746,0.0,1086.4111828103796
Therapy C,West,2017-10-01,46,1,2017-11-01,47,b_launch_growth,0,1045.1481978535244,1039.7283924800354,1027.7640741811183,1006.6166616561768,949.8666481052936,1033.8114574911422,1023.8915498073211,12.393121170006987,17.384123672406076,46,10,2017,1,0.72,161.32506140820158,112.9275429857411,0.0,1050.224716453501
Therapy C,West,2017-10-01,46,3,2018-01-01,49,b_launch_growth,0,1045.1481978535244,1039.7283924800354,1027.7640741811183,1006.6166616561768,949.8666481052936,1033.8114574911422,1023.8915498073211,12.393121170006987,17.384123672406076,46,10,2017,3,0.72,161.45921973391867,113.02145381374308,0.0,1059.4352682717144
Therapy C,West,2017-10-01,46,6,2018-04-01,52,b_launch_growth,0,1045.1481978535244,1039.7283924800354,1027.7640741811183,1006.6166616561768,949.8666481052936,1033.8114574911422,1023.8915498073211,12.393121170006987,17.384123672406076,46,10,2017,6,0.72,161.66066643848507,113.16246650693954,0.0,1071.1913923651457
Therapy C,West,2017-10-01,46,12,2018-10-01,58,b_launch_growth,0,1045.1481978535244,1039.7283924800354,1027.7640741811183,1006.6166616561768,949.8666481052936,1033.8114574911422,1023.8915498073211,12.393121170006987,17.384123672406076,46,10,2017,12,0.72,162.0643141740396,113.44501992182772,0.0,1088.9259693617564
Therapy C,West,2017-11-01,47,1,2017-12-01,48,b_launch_growth,0,1050.224716453501,1045.1481978535244,1033.9419058122733,1014.1293125392244,960.8788559541288,1039.6061653819445,1030.3134725068792,11.609685958228143,16.282810641227798,47,11,2017,1,0.72,161.39212663105576,112.97448864173904,0.0,1054.9800961349438
Therapy C,West,2017-11-01,47,3,2018-02-01,50,b_launch_growth,0,1050.224716453501,1045.1481978535244,1033.9419058122733,1014.1293125392244,960.8788559541288,1039.6061653819445,1030.3134725068792,11.609685958228143,16.282810641227798,47,11,2017,3,0.72,161.52634072838043,113.0684385098663,0.0,1063.6099838150562
Therapy C,West,2017-11-01,47,6,2018-05-01,53,b_launch_growth,0,1050.224716453501,1045.1481978535244,1033.9419058122733,1014.1293125392244,960.8788559541288,1039.6061653819445,1030.3134725068792,11.609685958228143,16.282810641227798,47,11,2017,6,0.72,161.72787117733236,113.20950982413264,0.0,1074.632063265968
Therapy C,West,2017-11-01,47,12,2018-11-01,59,b_launch_growth,0,1050.224716453501,1045.1481978535244,1033.9419058122733,1014.1293125392244,960.8788559541288,1039.6061653819445,1030.3134725068792,11.609685958228143,16.282810641227798,47,11,2017,12,0.72,162.13168671524258,113.4921807006698,0.0,1091.2922238774745
Therapy C,West,2017-12-01,48,1,2018-01-01,49,b_launch_growth,0,1054.9800961349438,1050.224716453501,1039.7283924800354,1021.1689521750984,971.2243945707864,1045.0337689290202,1036.3293731592587,10.874817496683471,15.251703654908397,48,12,2017,1,0.72,161.45921973391867,113.02145381374308,0.0,1059.4352682717144
Therapy C,West,2017-12-01,48,3,2018-03-01,51,b_launch_growth,0,1054.9800961349438,1050.224716453501,1039.7283924800354,1021.1689521750984,971.2243945707864,1045.0337689290202,1036.3293731592587,10.874817496683471,15.251703654908397,48,12,2017,3,0.72,161.593489626036,113.11544273822518,0.0,1067.5228537038183
Therapy C,West,2017-12-01,48,6,2018-06-01,54,b_launch_growth,0,1054.9800961349438,1050.224716453501,1039.7283924800354,1021.1689521750984,971.2243945707864,1045.0337689290202,1036.3293731592587,10.874817496683471,15.251703654908397,48,12,2017,6,0.72,161.79510385418718,113.25657269793102,0.0,1077.8603256633742
Therapy C,West,2017-12-01,48,12,2018-12-01,60,b_launch_growth,0,1054.9800961349438,1050.224716453501,1039.7283924800354,1021.1689521750984,971.2243945707864,1045.0337689290202,1036.3293731592587,10.874817496683471,15.251703654908397,48,12,2017,12,0.72,162.19908726421104,113.53936108494771,0.0,1093.5203570708863
Therapy C,West,2018-01-01,49,1,2018-02-01,50,b_launch_growth,0,1059.4352682717144,1054.9800961349438,1045.1481978535244,1027.7640741811183,980.937608658194,1050.117670147323,1041.9645638192326,10.18613899752122,14.28707041819007,49,1,2018,1,0.72,161.52634072838043,113.0684385098663,0.0,1063.6099838150562
Therapy C,West,2018-01-01,49,3,2018-04-01,52,b_launch_growth,0,1059.4352682717144,1054.9800961349438,1045.1481978535244,1027.7640741811183,980.937608658194,1050.117670147323,1041.9645638192326,10.18613899752122,14.28707041819007,49,1,2018,3,0.72,161.66066643848507,113.16246650693954,0.0,1071.1913923651457
Therapy C,West,2018-01-01,49,6,2018-07-01,55,b_launch_growth,0,1059.4352682717144,1054.9800961349438,1045.1481978535244,1027.7640741811183,980.937608658194,1050.117670147323,1041.9645638192326,10.18613899752122,14.28707041819007,49,1,2018,6,0.72,161.8623644806638,113.30365513646464,0.0,1080.8906818606229
Therapy C,West,2018-01-01,49,12,2019-01-01,61,access_expansion,0,1059.4352682717144,1054.9800961349438,1045.1481978535244,1027.7640741811183,980.937608658194,1050.117670147323,1041.9645638192326,10.18613899752122,14.28707041819007,49,1,2018,12,0.72,162.26651583258823,113.58656108281176,0.0,1095.6200924473494
Therapy C,West,2018-02-01,50,1,2018-03-01,51,b_launch_growth,0,1063.6099838150562,1059.4352682717144,1050.224716453501,1033.9419058122733,990.0522516830345,1054.8800269533865,1047.2430961676653,9.541292616487112,13.38526736155518,50,2,2018,1,0.72,161.593489626036,113.11544273822518,0.0,1067.5228537038183
Therapy C,West,2018-02-01,50,3,2018-05-01,53,b_launch_growth,0,1063.6099838150562,1059.4352682717144,1050.224716453501,1033.9419058122733,990.0522516830345,1054.8800269533865,1047.2430961676653,9.541292616487112,13.38526736155518,50,2,2018,3,0.72,161.72787117733236,113.20950982413264,0.0,1074.632063265968
Therapy C,West,2018-02-01,50,6,2018-08-01,56,b_launch_growth,0,1063.6099838150562,1059.4352682717144,1050.224716453501,1033.9419058122733,990.0522516830345,1054.8800269533865,1047.2430961676653,9.541292616487112,13.38526736155518,50,2,2018,6,0.72,161.92965306838138,113.35075714786696,0.0,1083.7367244092804
Therapy C,West,2018-02-01,50,12,2019-02-01,62,access_expansion,0,1063.6099838150562,1059.4352682717144,1050.224716453501,1033.9419058122733,990.0522516830345,1054.8800269533865,1047.2430961676653,9.541292616487112,13.38526736155518,50,2,2018,12,0.72,162.33397243202234,113.63378070241562,0.0,1097.6005065976628
Therapy C,West,2018-03-01,51,1,2018-04-01,52,b_launch_growth,0,1067.5228537038183,1063.6099838150562,1054.9800961349438,1039.7283924800354,998.6012742606074,1059.3417827405715,1052.1877758347957,8.937958696435205,12.54275756887455,51,3,2018,1,0.72,161.66066643848507,113.16246650693954,0.0,1071.1913923651457
Therapy C,West,2018-03-01,51,3,2018-06-01,54,b_launch_growth,0,1067.5228537038183,1063.6099838150562,1054.9800961349438,1039.7283924800354,998.6012742606074,1059.3417827405715,1052.1877758347957,8.937958696435205,12.54275756887455,51,3,2018,3,0.72,161.79510385418718,113.25657269793102,0.0,1077.8603256633742
Therapy C,West,2018-03-01,51,6,2018-09-01,57,b_launch_growth,0,1067.5228537038183,1063.6099838150562,1054.9800961349438,1039.7283924800354,998.6012742606074,1059.3417827405715,1052.1877758347957,8.937958696435205,12.54275756887455,51,3,2018,6,0.72,161.9969696289637,113.3978787402746,0.0,1086.4111828103796
Therapy C,West,2018-03-01,51,12,2019-03-01,63,access_expansion,0,1067.5228537038183,1063.6099838150562,1054.9800961349438,1039.7283924800354,998.6012742606074,1059.3417827405715,1052.1877758347957,8.937958696435205,12.54275756887455,51,3,2018,12,0.72,162.40145707416613,113.68101995191628,0.0,1099.4700678203512
Therapy C,West,2018-04-01,52,1,2018-05-01,53,b_launch_growth,0,1071.1913923651457,1067.5228537038183,1059.4352682717144,1045.1481978535244,1006.6166616561768,1063.5227019301963,1056.8201860387599,8.373870815546208,11.756124093431254,52,4,2018,1,0.72,161.72787117733236,113.20950982413264,0.0,1074.632063265968
Therapy C,West,2018-04-01,52,3,2018-07-01,55,b_launch_growth,0,1071.1913923651457,1067.5228537038183,1059.4352682717144,1045.1481978535244,1006.6166616561768,1063.5227019301963,1056.8201860387599,8.373870815546208,11.756124093431254,52,4,2018,3,0.72,161.8623644806638,113.30365513646464,0.0,1080.8906818606229
Therapy C,West,2018-04-01,52,6,2018-10-01,58,b_launch_growth,0,1071.1913923651457,1067.5228537038183,1059.4352682717144,1045.1481978535244,1006.6166616561768,1063.5227019301963,1056.8201860387599,8.373870815546208,11.756124093431254,52,4,2018,6,0.72,162.0643141740396,113.44501992182772,0.0,1088.9259693617564
Therapy C,West,2018-04-01,52,12,2019-04-01,64,access_expansion,0,1071.1913923651457,1067.5228537038183,1059.4352682717144,1045.1481978535244,1006.6166616561768,1063.5227019301963,1056.8201860387599,8.373870815546208,11.756124093431254,52,4,2018,12,0.72,162.46896977067746,113.7282788394742,0.0,1101.2366730312542
Therapy C,West,2018-05-01,53,1,2018-06-01,54,b_launch_growth,0,1074.632063265968,1071.1913923651457,1063.6099838150562,1050.224716453501,1014.1293125392244,1067.4414099613402,1061.1607184573634,7.8468273231270445,11.02207945091186,53,5,2018,1,0.72,161.79510385418718,113.25657269793102,0.0,1077.8603256633742
Therapy C,West,2018-05-01,53,3,2018-08-01,56,b_launch_growth,0,1074.632063265968,1071.1913923651457,1063.6099838150562,1050.224716453501,1014.1293125392244,1067.4414099613402,1061.1607184573634,7.8468273231270445,11.02207945091186,53,5,2018,3,0.72,161.92965306838138,113.35075714786696,0.0,1083.7367244092804
Therapy C,West,2018-05-01,53,6,2018-11-01,59,b_launch_growth,0,1074.632063265968,1071.1913923651457,1063.6099838150562,1050.224716453501,1014.1293125392244,1067.4414099613402,1061.1607184573634,7.8468273231270445,11.02207945091186,53,5,2018,6,0.72,162.13168671524258,113.4921807006698,0.0,1091.2922238774745
Therapy C,West,2018-05-01,53,12,2019-05-01,65,access_expansion,0,1074.632063265968,1071.1913923651457,1063.6099838150562,1050.224716453501,1014.1293125392244,1067.4414099613402,1061.1607184573634,7.8468273231270445,11.02207945091186,53,5,2018,12,0.72,162.536510533219,113.77555737325328,0.0,1102.9076829435498
Therapy C,West,2018-06-01,54,1,2018-07-01,55,b_launch_growth,0,1077.8603256633742,1074.632063265968,1067.5228537038183,1054.9800961349438,1021.1689521750984,1071.1154364449774,1065.2286095927743,7.354699947399359,10.337471959555842,54,6,2018,1,0.72,161.8623644806638,113.30365513646464,0.0,1080.8906818606229
Therapy C,West,2018-06-01,54,3,2018-09-01,57,b_launch_growth,0,1077.8603256633742,1074.632063265968,1067.5228537038183,1054.9800961349438,1021.1689521750984,1071.1154364449774,1065.2286095927743,7.354699947399359,10.337471959555842,54,6,2018,3,0.72,161.9969696289637,113.3978787402746,0.0,1086.4111828103796
Therapy C,West,2018-06-01,54,6,2018-12-01,60,b_launch_growth,0,1077.8603256633742,1074.632063265968,1067.5228537038183,1054.9800961349438,1021.1689521750984,1071.1154364449774,1065.2286095927743,7.354699947399359,10.337471959555842,54,6,2018,6,0.72,162.19908726421104,113.53936108494771,0.0,1093.5203570708863
Therapy C,West,2018-06-01,54,12,2019-06-01,66,access_expansion,0,1077.8603256633742,1074.632063265968,1067.5228537038183,1054.9800961349438,1021.1689521750984,1071.1154364449774,1065.2286095927743,7.354699947399359,10.337471959555842,54,6,2018,12,0.72,162.60407937345806,113.82285556142064,0.0,1104.4899555212291
Therapy C,West,2018-07-01,55,1,2018-08-01,56,b_launch_growth,0,1080.8906818606229,1077.8603256633742,1071.1913923651457,1059.4352682717144,1027.7640741811183,1074.5612604314958,1069.0419811808463,6.895439973809055,9.69928949547716,55,7,2018,1,0.72,161.92965306838138,113.35075714786696,0.0,1083.7367244092804
Therapy C,West,2018-07-01,55,3,2018-10-01,58,b_launch_growth,0,1080.8906818606229,1077.8603256633742,1071.1913923651457,1059.4352682717144,1027.7640741811183,1074.5612604314958,1069.0419811808463,6.895439973809055,9.69928949547716,55,7,2018,3,0.72,162.0643141740396,113.44501992182772,0.0,1088.9259693617564
Therapy C,West,2018-07-01,55,6,2019-01-01,61,access_expansion,0,1080.8906818606229,1077.8603256633742,1071.1913923651457,1059.4352682717144,1027.7640741811183,1074.5612604314958,1069.0419811808463,6.895439973809055,9.69928949547716,55,7,2018,6,0.72,162.26651583258823,113.58656108281176,0.0,1095.6200924473494
Therapy C,West,2018-07-01,55,12,2019-07-01,67,access_expansion,0,1080.8906818606229,1077.8603256633742,1071.1913923651457,1059.4352682717144,1027.7640741811183,1074.5612604314958,1069.0419811808463,6.895439973809055,9.69928949547716,55,7,2018,12,0.72,162.67167630306716,113.870173412147,0.0,1105.9898777249473
Therapy C,West,2018-08-01,56,1,2018-09-01,57,b_launch_growth,0,1083.7367244092804,1080.8906818606229,1074.632063265968,1063.6099838150562,1033.9419058122733,1077.7943569299885,1072.6178834456643,6.467082417865039,9.104661143312342,56,8,2018,1,0.72,161.9969696289637,113.3978787402746,0.0,1086.4111828103796
Therapy C,West,2018-08-01,56,3,2018-11-01,59,b_launch_growth,0,1083.7367244092804,1080.8906818606229,1074.632063265968,1063.6099838150562,1033.9419058122733,1077.7943569299885,1072.6178834456643,6.467082417865039,9.104661143312342,56,8,2018,3,0.72,162.13168671524258,113.4921807006698,0.0,1091.2922238774745
Therapy C,West,2018-08-01,56,6,2019-02-01,62,access_expansion,0,1083.7367244092804,1080.8906818606229,1074.632063265968,1063.6099838150562,1033.9419058122733,1077.7943569299885,1072.6178834456643,6.467082417865039,9.104661143312342,56,8,2018,6,0.72,162.33397243202234,113.63378070241562,0.0,1097.6005065976628
Therapy C,West,2018-08-01,56,12,2019-08-01,68,access_expansion,0,1083.7367244092804,1080.8906818606229,1074.632063265968,1063.6099838150562,1033.9419058122733,1077.7943569299885,1072.6178834456643,6.467082417865039,9.104661143312342,56,8,2018,12,0.72,162.73930133372326,113.91751093360628,0.0,1107.413395581718
Therapy C,West,2018-09-01,57,1,2018-10-01,58,b_launch_growth,0,1086.4111828103796,1083.7367244092804,1077.8603256633742,1067.5228537038183,1039.7283924800354,1080.829243977759,1075.9723402113682,6.067748552115701,8.550857147005445,57,9,2018,1,0.72,162.0643141740396,113.44501992182772,0.0,1088.9259693617564
Therapy C,West,2018-09-01,57,3,2018-12-01,60,b_launch_growth,0,1086.4111828103796,1083.7367244092804,1077.8603256633742,1067.5228537038183,1039.7283924800354,1080.829243977759,1075.9723402113682,6.067748552115701,8.550857147005445,57,9,2018,3,0.72,162.19908726421104,113.53936108494771,0.0,1093.5203570708863
Therapy C,West,2018-09-01,57,6,2019-03-01,63,access_expansion,0,1086.4111828103796,1083.7367244092804,1077.8603256633742,1067.5228537038183,1039.7283924800354,1080.829243977759,1075.9723402113682,6.067748552115701,8.550857147005445,57,9,2018,6,0.72,162.40145707416613,113.68101995191628,0.0,1099.4700678203512
Therapy C,West,2018-09-01,57,12,2019-09-01,69,access_expansion,0,1086.4111828103796,1083.7367244092804,1077.8603256633742,1067.5228537038183,1039.7283924800354,1080.829243977759,1075.9723402113682,6.067748552115701,8.550857147005445,57,9,2018,12,0.72,162.8069544771085,113.96486813397594,0.0,1108.766042619679
Therapy C,West,2018-10-01,58,1,2018-11-01,59,b_launch_growth,0,1088.9259693617564,1086.4111828103796,1080.8906818606229,1071.1913923651457,1045.1481978535244,1083.6795296934276,1079.1203950624617,5.695647091441239,8.035287501133553,58,10,2018,1,0.72,162.13168671524258,113.4921807006698,0.0,1091.2922238774745
Therapy C,West,2018-10-01,58,3,2019-01-01,61,access_expansion,0,1088.9259693617564,1086.4111828103796,1080.8906818606229,1071.1913923651457,1045.1481978535244,1083.6795296934276,1079.1203950624617,5.695647091441239,8.035287501133553,58,10,2018,3,0.72,162.26651583258823,113.58656108281176,0.0,1095.6200924473494
Therapy C,West,2018-10-01,58,6,2019-04-01,64,access_expansion,0,1088.9259693617564,1086.4111828103796,1080.8906818606229,1071.1913923651457,1045.1481978535244,1083.6795296934276,1079.1203950624617,5.695647091441239,8.035287501133553,58,10,2018,6,0.72,162.46896977067746,113.7282788394742,0.0,1101.2366730312542
Therapy C,West,2018-10-01,58,12,2019-10-01,70,access_expansion,0,1088.9259693617564,1086.4111828103796,1080.8906818606229,1071.1913923651457,1045.1481978535244,1083.6795296934276,1079.1203950624617,5.695647091441239,8.035287501133553,58,10,2018,12,0.72,162.87463574490977,114.01224502143684,0.0,1110.0529667165792
Therapy C,West,2018-11-01,59,1,2018-12-01,60,b_launch_growth,0,1091.2922238774745,1088.9259693617564,1083.7367244092804,1074.632063265968,1050.224716453501,1086.357958860472,1082.0761578952304,5.349074293271701,7.555499468194057,59,11,2018,1,0.72,162.19908726421104,113.53936108494771,0.0,1093.5203570708863
